id	text	hate_type	hate_severity	to_whom
627551	দেশের যে অবস্থা এই অবস্থায় প্রশ্ন ফাঁস ঠেকানো খুব কঠিন কাজ	None	Little to None	None
537609	হিট মুভি সাকিব খান ভাই ওয়ান পিছ	None	Little to None	None
9951	বেদাতীদের কোন স্থান নাই তোরা যে বেদাতি আল্লাহপাক ভাল জানে	Religious Hate	Mild	None
236818	তোরা খালি বাল ছিড়িজ	Profane	Mild	Individual
476967	গরীবের দেশ তাই অল্পতেই খুশি আমরা বাংলাদেশি	None	Little to None	None
407751	পুতিনের প্রতি অন্তরের অন্তস্তল থেকে দোয়া এমনি বের হয়ে এলোহে আল্লাহ তুমি তার হায়াতের মধ্যে বরকত দান করো আমিন	None	Little to None	None
833352	খেলা দেখতে আমিও গেছিলাম বাট খেলাটা অনেক সুন্দর হয়েছে শুভ কামনা রইলো নারী ফুটবল টিমের জন্য	None	Little to None	None
487462	সেলফি পরিবহনের অনেক অভিযোগ এদের কেন নিয়ন্ত্রণ করা হচ্ছে না তাছাড়াও শুধু বাইক নিয়ে পড়ে থাকলে হবে না দূর্ঘটনা যে কোন যানবাহনের মাধ্যমে আল্লাহ দিতে পারেনতাই আমাদের সকলের উচিত সতর্ক হওয়া উচিত	None	Little to None	None
523041	আহারে গুবলী এতো অপমান ঠান্ডা পানিতে ডুবে মরে যা	Abusive	Mild	Individual
349444	আমি মনে করি আমেরিকা উইরপের গোলামি না করে এশিয়ার দেশ গুলো একটা জোট গঠন করার এখনই মুখ্র সময় এই জোট গঠনের কারনে পচিম্মারা ইচ্ছা করলে ও কোন দেশের উপর হামলা করতে পারবেনা	None	Little to None	None
340252	বেশি মার ধর না করে আগে জিজ্ঞেস করেন কেন ঢুকে ছেন আর কোন মেয়ে তাকে ডেকেছে তাকেও সামনে আনেন	Abusive	Mild	Individual
441912	দফা প্রস্তাব কি কি সেটা বলেন না কেন	None	Little to None	None
855942	নুরা কে৷ তোর আব্বুর কাছে নিয়ে যা৷ তোর আব্বু ভালো করে দেখো	Abusive	Little to None	Individual
16168	নবীজি ও তার সাহাবী দের রক্তের বিনিময়ে তৈরি হয় পবিত্র সৌদি আরব আর সেই আরব ভূমি আজকের সরকার মদের জন্য অনুমতি দিয়েছে আমি আল্লাহর কসম করে বলছি এটা কিয়ামতের আলামত	Religious Hate	Mild	Society
